2014030000714,000D6F00023B40D5,-25384671,-49267542
2014030000736,000D6F00023B444A,-25384822,-49267523
2014030000711,000D6F00023B40DB,-25384944,-49267512
2014030000747,000D6F00023EBFA6,-25385066,-49267498
2014030000754,000D6F00023EBF7A,-25384719,-49267698
2014030000727,000D6F00023E966A,-25384747,-49267612
2014030000709,000D6F00023B40CF,-25385193,-49267491
2014030000713,000D6F00023B42A6,-25385345,-49267493
2014030000815,000D6F00023E853D,-25385480,-49267503
2014030000790,000D6F00023EBF7E,-25385597,-49267513
2014030000803,000D6F00023B40E1,-25385715,-49267516
2014030000810,000D6F00023B40BF,-25385844,-49267510
2014030000826,000D6F00023E96D2,-25385976,-49267484
2014030000693,000D6F00023EC179,-25386097,-49267453
2014030000752,000D6F00023B4299,-25386230,-49267407
2014030000788,000D6F00023E9676,-25386373,-49267352
2014030000728,000D6F00023E8534,-25386505,-49267306
2014030000773,000D6F00023E93E2,-25386628,-49267257
2014030000822,000D6F00023E965A,-25386741,-49267208
2014030000760,000D6F00023E8540,-25386850,-49267130
2014030000729,000D6F00023E9652,-25386924,-49267040
2014030000882,000D6F00023E966C,-25387002,-49266931
2014030000774,000D6F00023E96CE,-25387075,-49266836
2014030000812,000D6F00023EC171,-25381711,-49266636
2014030000926,000D6F00023B40D8,-25381852,-49266719
2014030000792,000D6F00023EC16D,-25382021,-49266772
2014030000728,000D6F00023E8534,-25382139,-49266891
2014030000903,000D6F00023B42ED,-25382240,-49267009
2014030000746,000D6F00023EBF7F,-25382340,-49267132
2014030000783,000D6F00023E965B,-25382434,-49267237
2012121001545,000D6F0002544E91,-25382576,-49267302
2014030000890,000D6F00023EBFAD,-25382699,-49267348
2014030000816,000D6F00023EBFD9,-25382816,-49267351
2014030000859,000D6F00023E8549,-25382955,-49267341
2014030000696,000D6F00023E9649,-25383073,-49267334
2014030000847,000D6F00023E96AF,-25383199,-49267327
2014030000805,000D6F00023EBF74,-25383355,-49267334
2014030000730,000D6F00023EC16B,-25383515,-49267343
2014030000797,000D6F00023EBFA9,-25383650,-49267356
2014030000712,000D6F00023EBFA8,-25383793,-49267380
2014030000769,000D6F00023B40CB,-25383934,-49267427
2014030000807,000D6F00023B40D7,-25384079,-49267466
2014030000763,000D6F00023B4453,-25384234,-49267509
2014030000782,000D6F00023E9664,-25384380,-49267527
2014030000744,000D6F00023EBFDF,-25384555,-49267548
2014030000914,000D6F00023E964B,-25381718,-49266514
2014030000913,000D6F00023EBFC6,-25381727,-49266398
2014030000838,000D6F00023E854E,-25381776,-49266303
2014030000690,000D6F00023E8552,-25381855,-49266218
2014030000785,000D6F00023E96AA,-25381952,-49266142
2014030000679,000D6F00023E85E5,-25382044,-49266030
2014030000698,000D6F00023B42A2,-25382080,-49265883
2014030000701,000D6F00023EBF7B,-25382055,-49265741
