2012121001558,000D6F00025450F7,-25382026,-49265599
2014030000692,000D6F00023E965F,-25382024,-49265449
2014030000680,000D6F00023B42F5,-25382098,-49265317
2014030000740,000D6F00023B40DF,-25382234,-49265318
2014030000800,000D6F00023E95E9,-25382355,-49265365
2014030000745,000D6F00023B40D1,-25382465,-49265446
2014030000881,000D6F00023B40C3,-25382574,-49265546
2014030000835,000D6F00023E96A2,-25382680,-49265634
2014030000900,000D6F00023E852C,-25382794,-49265721
2014030000837,000D6F00023EBFCC,-25382908,-49265788
2014030000877,000D6F00023B429F,-25383032,-49265843
2014030000917,000D6F00023EBFC0,-25383169,-49265901
2014030000907,000D6F00023B42EA,-25382708,-49264652
2014030000922,000D6F00023EBFCF,-25382712,-49264770
2014030000909,000D6F00023EBFD1,-25382720,-49264884
2014030000724,000D6F00023EC11D,-25382722,-49265028
2014030000819,000D6F00023B40E0,-25382736,-49265160
2014030000911,000D6F00023E9659,-25382750,-49265292
2014030000842,000D6F00023B42AF,-25382775,-49265410
2014030000876,000D6F00023B42AD,-25382819,-49265540
2014030000778,000D6F00023E84AF,-25382887,-49265645
2014030000817,000D6F00023EBFBA,-25382968,-49265719
2014030000710,000D6F00023B42F0,-25383063,-49265774
2014030000757,000D6F00023B42AC,-25383168,-49265829
2014030000699,000D6F00023EBF8E,-25383300,-49265866
2014030000691,000D6F00023B42A4,-25383447,-49265863
2014030000706,000D6F00023EBFB2,-25383580,-49265833
2014030000719,000D6F00023EBFCB,-25383692,-49265803
2014030000751,000D6F00023B4445,-25383818,-49265760
2012121001542,000D6F0002542F74,-25383947,-49265698
2014030000766,000D6F00023B4440,-25384046,-49265626
2014030000854,000D6F00023EBF76,-25384170,-49265545
2014030000686,000D6F00023EC15F,-25384332,-49265449
2014030000861,000D6F00023E849C,-25384526,-49265472
2014030000695,000D6F00023E9674,-25384636,-49265605
2014030000789,000D6F00023EBF91,-25384271,-49265589
2014030000808,000D6F00023EBFC4,-25384378,-49265616
2014030000722,000D6F00023E965E,-25384480,-49265645
2014030000801,000D6F00023EBF8B,-25384591,-49265682
2014030000787,000D6F00023EBF79,-25384731,-49265732
2014030000796,000D6F00023E965D,-25384839,-49265837
2014030000795,000D6F00023E966E,-25384989,-49265912
2014030000786,000D6F00023E96C6,-25385135,-49265964
2014030000791,000D6F00023EBF90,-25385281,-49265967
2014030000870,000D6F00023B42FD,-25385426,-49265941
2014030000798,000D6F00023B42B5,-25385546,-49265910
2014030000811,000D6F00023E964D,-25385644,-49265882
2014030000748,000D6F00023B40E5,-25385737,-49265852
2014030000790,000D6F00023EBF7E,-25385843,-49265827
2014030000899,000D6F00023EBFB8,-25385422,-49265302
2014030000726,000D6F00023EBFC7,-25385498,-49265379
2014030000874,000D6F00023EBFC5,-25385581,-49265460
2014030000794,000D6F00023E8542,-25385661,-49265531
2014030000735,000D6F00023E8546,-25385730,-49265614
2014030000775,000D6F00023B42F7,-25385806,-49265691
2014030000905,000D6F00023E96AD,-25385981,-49265797
2014030000878,000D6F00023B40E3,-25386117,-49265806
2014030000834,000D6F00023E96B0,-25386265,-49265831
2014030000896,000D6F00023E853B,-25386390,-49265880
2014030000901,000D6F00023E9653,-25386552,-49265961
2014030000865,000D6F00023B40D2,-25386700,-49266050
2014030000883,000D6F00023B4455,-25386837,-49266149
2014030000732,000D6F00023B40CD,-25386972,-49266294
2014030000809,000D6F00023E96B4,-25385541,-49266037
2014030000761,000D6F00023B40DD,-25385722,-49266077
2014030000866,000D6F00023E85D5,-25385887,-49266090
2014030000682,000D6F00023E96AE,-25386042,-49266095
2014030000844,000D6F00023E8537,-25386196,-49266105
2014030000908,000D6F00023EBFC8,-25386348,-49266122
2014030000891,000D6F00023E965C,-25386485,-49266154
2014030000860,000D6F00023B42A1,-25386629,-49266196
2014030000734,000D6F00023EBFA0,-25386762,-49266249
2014030000832,000D6F00023E853E,-25386874,-49266305
2014030000879,000D6F00023B42B9,-25386980,-49266436
2014030000875,000D6F00023B40CC,-25387199,-49267301
2014030000704,000D6F00023E84A5,-25387687,-49266362
2014030000725,000D6F00023EBF8D,-25387697,-49266605
2014030000799,000D6F00023E8560,-25387119,-49266535
2014030000858,000D6F00023E9655,-25387577,-49266264
2014030000759,000D6F00023EBF75,-25387856,-49266511
2014030000924,000D6F00023B42C1,-25387722,-49265920
2014030000921,000D6F00023B4101,-25387340,-49267345
2014030000767,000D6F00023B40EB,-25387698,-49266064
2014030000845,000D6F00023E9657,-25387468,-49267408
2014030000689,000D6F00023E9656,-25387888,-49266740
2014030000851,000D6F00023E9654,-25387895,-49266031
2014030000802,000D6F00023E84F9,-25387831,-49266117
2014030000856,000D6F00023E96A4,-25387879,-49265932
2014030000737,000D6F00023B4303,-25387239,-49266550
2014030000849,000D6F00023E966F,-25387557,-49266419
2014030000906,000D6F00023EC172,-25387438,-49266429
2014030000749,000D6F00023B42BC,-25387828,-49266374
2014030000813,000D6F00023E8532,-25387348,-49266509
2014030000700,000D6F00023B42F9,-25387890,-49267171
2014030000739,000D6F00023E8558,-25387893,-49266996
2014030000784,000D6F00023B429D,-25387752,-49266755
2014030000721,000D6F00023EBF9C,-25387654,-49266720
2014030000804,000D6F00023E8543,-25387458,-49266617
2014030000714,000D6F00023E9658,-25387499,-49266745
2014030000897,000D6F00023E9667,-25387379,-49266719
2014030000707,000D6F00023EBFE6,-25387284,-49266823
2014030000742,000D6F00023B429A,-25387202,-49266932
2014030000753,000D6F00023E9645,-25387128,-49267047
2014030000697,000D6F00023EBFAA,-25387083,-49267155
2014030000880,000D6F00023E852D,-25386976,-49267213
